Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search,Date,Time
5500 S Kenwood,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper passing,,Verbal Warning,No,8/12/2017,5:58 PM
6300 S Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran red light,Two citations issued,Citation issued,No,8/12/2017,10:44 PM
6100 S Ingleside,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/13/2017,11:20 AM
5500 S Blackstone,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one way road,,Verbal Warning,No,8/13/2017,3:07 PM
6000 S Dorchester,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No,8/13/2017,3:46 PM
5300 S Harper,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/13/2017,6:31 PM
Cottage Grove and Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/14/2017,7:43 AM
5500 Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/14/2017,11:09 AM
5100 University,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/14/2017,11:38 AM
5700 Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,8/14/2017,11:56 PM
6100 Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/14/2017,12:33 PM
5800 S Kimbark,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way road,,Verbal Warning,No,8/14/2017,5:48 PM
5300 S Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one way road,,Verbal Warning,No,8/16/2017,2:09 PM
950 E 57th,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/17/2017,8:52 AM
5300 S Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,Two citations issued,Citation Issued,No,8/17/2017,9:19 AM
5300 S Kenwood,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,8/17/2017,4:11 PM
5500 S Dorchester,ASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/18/2017,5:48 PM
5400 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to signal,,Verbal Warning,Yes,8/20/2017,9:53 PM
5300 S Harper,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,8/21/2017,12:56 AM
6300 S. ELLIS,HISPANIC,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,8/24/2017,9:14 AM
5600 S. KENWOOD,ASIAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,8/24/2017,10:28 PM
5811 S. ELLIS,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,Two citations issued,Citation Issued,No,8/25/2017,7:35 AM
5811 S. ELLIS,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation Issued,No,8/25/2017,7:35 AM
5000 S. DORCHESTER,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,8/26/2017,8:40 AM
5800 S. KENWOOD,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Improper lane usage,,Verbal Warning,No,8/26/2017,3:46 PM
5300 S. KIMBARK,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,8/27/2017,8:50 AM
5500 S. HARPER,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,8/27/2017,10:42 AM
5800 S. WOODLAWN,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,8/27/2017,1:43 PM
5500 S. UNIVERSITY,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,8/28/2017,10:53 AM
6054 S. DREXEL,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,8/28/2017,1:55 PM
6000 S. ELLIS,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,8/28/2017,6:43 PM
1102 E. 56th Street,WHITE AMERICAN / CAUCASIAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,8/30/2017,10:09 AM
800 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation Issued,No,8/30/2017,3:51 PM
1369 S. Hyde Park Blvd.,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,8/30/2017,8:45 PM
6100 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation Issued,No,8/30/2017,9:39 PM
5500 S. Dorchester,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,8/31/2017,12:12 PM
5400 S. Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,9/1/2017,2:06 PM
5900 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,9/1/2017,8:20 PM
5400 S. Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,9/2/2017,1:08 PM
5500 S. Blackstone,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/3/2017,5:53 PM
Midway Plaisance & Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,9/3/2017,7:37 PM
6338 S. Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper U-Turn,,Verbal Warning,No,9/4/2017,12:00 PM
6300 S. Ellis,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper U-Turn,,Verbal Warning,No,9/6/2017,5:03 PM
5100 Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,Two citations issued,Citations Issued,No,9/7/2017,8:35 AM
5500 Greenwood,ASIAN,FEMALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,9/7/2017,4:50 PM
5500 S Ellis,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,9/7/2017,5:36 PM
5800 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,One citation issued,Citation issued,No,9/9/2017,2:22 PM
5745 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper passing,,Verbal Warning,No,9/10/2017,8:09 AM
5700 S Kimbark,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/10/2017,8:54 AM
950 E 54th,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/10/2017,9:02 PM
5300 S Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No,9/10/2017,9:06 PM
5700 Ellis,ASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/11/2017,9:34 AM
5700 Ellis,ASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/12/2017,8:48 AM
5700 Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,One citation issued,Citation issued,No,9/12/2017,9:00 AM
1155 E 57th,ASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/12/2017,10:53 AM
5300 Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/12/2017,1:46 PM
6300 S Kimbark,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,9/13/2017,2:28 PM
5700 S University,HISPANIC,MALE,Lane Violation,Illegal U-Turn,,Verbal Warning,No,9/13/2017,3:57 PM
6400 S Stony Island,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Repeatedly swerving in lane,,Verbal Warning,No,9/14/2017,12:56 AM
6300 S Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper turn,,Verbal Warning,No,9/14/2017,9:16 AM
1165 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,9/14/2017,3:58 PM
5200 Blackstone,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/17/2017,9:15 PM
6100 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/18/2017,8:34 AM
5900 S Stony Island,HISPANIC,MALE,Follow too close,Following too closely,,Verbal Warning,No,9/18/2017,8:53 AM
5500 S University,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,Two citations issued,Citation issued,No,9/18/2017,2:30 PM
5700 S Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/19/2017,10:01 AM
6300 S Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,9/20/2017,8:25 PM
5500 Greenwood,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,9/21/2017,9:47 AM
5920 S Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/21/2017,1:28 PM
1360 E Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,9/21/2017,1:48 PM
5900 S Kimbark,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,One citation issued,Citation issued,No,9/21/2017,2:15 PM
5400 S Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/22/2017,4:12 PM
6300 S Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/22/2017,5:02 PM
850 E 51st,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No,9/22/2017,7:03 PM
930 E Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,9/23/2017,9:13 AM
930 E Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/23/2017,9:25 AM
4949 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,9/23/2017,9:50 AM
930 E Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/23/2017,9:51 AM
5500 S Payne Dr.,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/23/2017,9:51 AM
1464 E 55th,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Improper turn,,Verbal Warning,No,9/23/2017,1:26 PM
1521 E 55th,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Ran stop sign,One citation issued,Citation issued,No,9/23/2017,4:43 PM
5700 S Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/24/2017,7:47 AM
1200 E Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/24/2017,8:41 AM
1123 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,9/24/2017,11:57 AM
969 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/25/2017,8:38 AM
969 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/25/2017,8:59 AM
922 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No,9/25/2017,9:11 AM
5700 S. Drexel,HISPANIC,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/25/2017,2:09 PM
5200 S Cottage Grove,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper lane usage,,Verbal Warning,No,9/27/2017,1:19 PM
4700 S Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,9/28/2017,8:27 AM
1210 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Moving Violation - Other,Using cell phone while driving,,Verbal Warning,No,9/28/2017,11:04 PM
6200 S Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,9/29/2017,2:56 PM
6300 Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran red light,Two citations issued,Citation issued,No,9/30/2017,7:30 AM
800 Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,9/30/2017,8:23 AM
800 Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,9/30/2017,8:42 AM
5300 S University,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,Two citations issued,Citation issued,No,10/1/2017,6:54 PM
5300 S Cornell,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper U-Turn,,Verbal Warning,No,10/2/2017,9:24 AM
5200 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/2/2017,12:39 PM
5031 S Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,Two citations issued,Citation issued,No,10/3/2017,3:01 PM
5700 Ellis,ASIAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,10/4/2017,8:41 AM
5300 Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,10/5/2017,2:39 PM
5700 Ellis,BLACK / AFRICAN AMERICAN,MALE,License plate/registration,Invalid registration,One citation issued,Citation issued,No,10/6/2017,8:11 AM
5800 Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Ran stop sign,,Verbal Warning,No,10/6/2017,8:16 AM
1200 E 55th,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Driving in wrong lane,One citation issued,Citation issued,No,10/6/2017,8:50 AM
5500 Kenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Ran red light,,Verbal Warning,No,10/6/2017,12:01 PM
5700 Drexel,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,10/6/2017,12:45 PM
1100 E 54th,BLACK / AFRICAN AMERICAN,MALE,Moving Violation - Other,Failure to yield to CTA bus in intersection,,Verbal Warning,No,10/6/2017,4:38 PM
6400 S Dante,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/6/2017,11:54 PM
1326 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper U-Turn,,Verbal Warning,No,10/7/2017,7:58 PM
5933 S Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/7/2017,9:48 PM
1450 E 55th,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Ran stop sign,,Verbal Warning,No,10/8/2017,2:12 AM
5500 S Ellis,BLACK / AFRICAN AMERICAN,MALE,Moving Violation - Other,Failure to yield to authorized emergency vehicle,,Verbal Warning,No,10/8/2017,9:51 AM
5224 S Lake Park,ASIAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/8/2017,7:45 PM
5100 S Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,10/9/2017,10:53 AM
5506 S Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/9/2017,3:44 PM
5627 S Lake Park,WHITE AMERICAN / CAUCASIAN,MALE,Moving Violation - Other,Improper use of electronic communication device,,Verbal Warning,No,10/9/2017,4:17 PM
5535 S Cornell,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,One citation issued,Citation Issued,No,10/10/2017,4:47 PM
5200 S Blackstone,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/11/2017,4:53 PM
6100 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/11/2017,4:57 PM
5400 S Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,10/12/2017,11:20 AM
5300 Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/13/2017,2:51 PM
5800 Kimbark,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on a one way street,,Verbal Warning,No,10/14/2017,4:39 PM
5400 S Drexel,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/15/2017,7:53 PM
5400 Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,10/15/2017,3:21 PM
5300 Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/15/2017,9:49 AM
1226 E 53rd,ASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/17/2017,3:20 PM
5600 Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/18/2017,2:26 PM
5600 Kimbark,BLACK / AFRICAN AMERICAN,MALE,Moving Violation - Other,Using cell phone while driving,,Verbal Warning,No,10/18/2017,2:44 PM
Midway Plaisance and Stony Island,BLACK / AFRICAN AMERICAN,FEMALE,Seatbelt,Failure to secure child in seat,One citation issued,Citation issued,No,10/18/2017,4:23 PM
5737 Kimbark,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/18/2017,5:13 PM
5300 S Kenwood,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/18/2017,7:53 PM
5828 Drexel,WHITE AMERICAN / CAUCASIAN,FEMALE,Lane Violation,Right turn in front of CTA bus,,Verbal Warning,No,10/19/2017,4:00 PM
5300 S Hyde Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Speeding,,Verbal Warning,No,10/19/2017,9:05 PM
4700 S Lake Park,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,,Verbal Warning,No,10/20/2017,3:31 AM
6000 S Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,10/20/2017,3:52 PM
1150 E 62nd,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/20/2017,8:00 PM
5200 S Drexel,ASIAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/20/2017,8:08 PM
6310 S Ingleside,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/21/2017,7:47 PM
5200 S Ingleside,ASIAN,FEMALE,Lane Violation,Ran stop sign,,Verbal Warning,No,10/21/2017,8:33 PM
5600 S Cottage Grove,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/21/2017,9:41 PM
5300 S Cornell,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,10/21/2017,10:17 PM
5700 S Harper,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/22/2017,7:26 PM
6228 Drexel,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/24/2017,2:37 PM
5700 S Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,10/26/2017,11:31 PM
5500 S Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,10/27/2017,5:32 PM
5900 S University,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Wrong way on one way street,,Verbal Warning,No,10/27/2017,5:32 PM
4700 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,10/28/2017,1:51 PM
5500 Kenwood,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,10/28/2017,4:45 PM
6320 S Greenwood,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,Two citations issued,Citation issued,No,10/31/2017,4:05 PM
6300 S Kimbark,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,10/31/2017,9:39 PM
5400 S Dorchester,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on a one way street,,Verbal Warning,No,11/2/2017,10:52 PM
5500 S Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,11/2/2017,11:06 PM
5500 S Harper,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,11/3/2017,5:00 PM
6230 S Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper turn,,Verbal Warning,No,11/3/2017,8:10 PM
5300 S Ingleside,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,11/5/2017,2:24 AM
5500 Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,11/6/2017,9:36 AM
5300 Greenwood,HISPANIC,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,11/6/2017,3:17 PM
5300 University,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,11/7/2017,12:25 PM
5500 Dorchester,ASIAN,FEMALE,Lane Violation,Improper right turn in front of bus,,Verbal Warning,No,11/7/2017,5:15 PM
5800 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,11/7/2017,5:49 PM
5200 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,11/8/2017,10:45 AM
5300 S Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,11/9/2017,11:17 AM
5900 S Woodlawn,ASIAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,11/9/2017,9:36 PM
800 Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,11/10/2017,4:29 PM
5300 S Lake Park,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to yield when entering traffic lane,,Verbal Warning,No,11/10/2017,8:00 PM
5500 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,11/10/2017,9:52 PM
5214 S Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,,Verbal Warning,No,11/10/2017,10:11 PM
5205 S Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,11/11/2017,1:36 AM
5550 S Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failure to yield to pedestrian in crosswalk,Two citations issued,Citation issued,No,11/11/2017,2:36 PM
5500 S Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Moving Violation - Other,Using cell phone while driving,,Verbal Warning,No,11/11/2017,9:21 PM
5235 S Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Ran red light,,Verbal Warning,No,11/11/2017,11:32 PM
5600 S Drexel,WHITE AMERICAN / CAUCASIAN,FEMALE,Lane Violation,Wrong way on one way road,,Verbal Warning,No,11/12/2017,8:19 PM
1100 E 57th,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,11/12/2017,9:33 PM
5200 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way road,,Verbal Warning,No,11/13/2017,3:30 PM
1000 E 63rd St,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to signal,,Verbal Warning,No,11/14/2017,9:37 AM
1055 E 51st,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control device,,Verbal Warning,No,11/14/2017,12:07 AM
5200 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way road,,Verbal Warning,No,11/14/2017,5:58 PM
5000 S Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Ran stop sign,,Verbal Warning,No,11/14/2017,8:44 PM
